Organization Name,Email,Emailed?,Instagram,DM?,Facebook,
Greening the Greeks,greeningthegreeks@berkeley.edu,TRUE,N/A,,https://www.facebook.com/greeningthegreeks,
Gun Violence Prevention Project,gvpp@berkeley.edu,TRUE,N/A,,N/A,
Gymnastics Club of California,gymnasticsofcalifornia@gmail.com,TRUE,N/A,,N/A,
Haas Business School Association,hbsageneral@gmail.com,TRUE,https://www.instagram.com/berkeleyhbsa/?hl=en,,https://www.facebook.com/HaasBSA,
Haas Real Estate Club,kyle.deshon@berkeley.edu,TRUE,N/A,,N/A,
Haas Venture Capital Club,hvcc@berkeley.edu,TRUE,N/A,,N/A,
Habesha Club at Berkeley,habeshastudentasst@gmail.com,TRUE,N/A,,N/A,
Hack the Bay,team@calhacks.io,TRUE,N/A,,N/A,
Heal Bridge,N/A,TRUE,https://www.instagram.com/healbridge/,,N/A,
Health and Medical Apprenticeship Program,hmap@berkeley.edu,TRUE,N/A,,https://www.facebook.com/ucberkeleyhmap,
Healthcare Consulting Group at Berkeley,info@hcg.berkeley.edu,TRUE,https://www.instagram.com/berkeleyhcg/,,https://www.facebook.com/berkeleyhcg,
Heart at Berkeley,thecure.ucb@gmail.com,TRUE,https://www.instagram.com/HeartAtBerkeley/,,https://www.facebook.com/AHAatBerkeley/,
Helix @ Berkeley,info@thehelixgroup.org,TRUE,N/A,,https://www.facebook.com/gohelix/,
Hellenic Student Association at Berkeley,N/A,TRUE,N/A,,https://www.facebook.com/groups/3038790316406291,
Her Campus of Berkeley,hc.ucberkeley@hercampus.com,TRUE,https://www.instagram.com/hcberkeley/?hl=en,,https://www.facebook.com/HCBerkeley/,
Herbicide Free at Berkeley,herbicidefreeberkeley@gmail.com,TRUE,https://www.instagram.com/herbicidefreeberkeley/?hl=en,,,
"Heuristic Squelch, The",heuristicsquelch@gmail.com,TRUE,https://www.instagram.com/theheuristicsquelch/,,https://www.facebook.com/squelched,
Hidden Road Initiative,arsine.03@berkeley.edu,TRUE,https://www.instagram.com/berkeley_hri/,,https://www.facebook.com/TheHiddenRoadInitiative/?fref=ts,
Hindu Students Council,anjana.harip@berkeley.edu,TRUE,https://www.instagram.com/hsc.berkeley/,,N/A,
"Hindu YUVA-Youth for Unity, Virtues and Action",N/A,TRUE,https://www.instagram.com/berkeleyhinduyuva/,,N/A,
Hispanic Engineers and Scientists,hesberkeley8@gmail.com,TRUE,https://www.instagram.com/hes_ucberkeley/,,https://www.facebook.com/HispanicEngineersandScientistsUCB/,
Historical Fencing Club of Berkeley,steelonsteelhfc@gmail.com,TRUE,https://www.instagram.com/steelonsteelhfc/,,https://www.facebook.com/groups/276572449522655,
History Graduate Association,hga@berkeley.edu,TRUE,N/A,,N/A,
Hmong Student Association at Berkeley,hsaberkeley@gmail.com,TRUE,https://www.instagram.com/hsaberkeley/,,https://www.facebook.com/hsabberkeley,
Home of Students Christian Fellowship,hosfellowship@gmail.com,TRUE,N/A,,https://www.facebook.com/HosBerkeley,
Homelessness Service Project,hspprobono@berkeley.edu,TRUE,N/A,,N/A,
HoneyBee,hello@honeybeecal.com,TRUE,https://www.instagram.com/honeybeeisms/,,N/A,
Hong Kong Affairs Association of Berkeley,hkaaberk@gmail.com,TRUE,https://www.instagram.com/hkaaberk/,,https://www.facebook.com/HKAABerk/,
Hong Kong Student Association,berkeleyhksa@gmail.com,TRUE,https://www.instagram.com/cal.hksa/,,https://www.facebook.com/ucb.hksa/,
Human Powered Vehicle,hpv-me@berkeley.edu,TRUE,N/A,,https://www.facebook.com/CalHPV,
IDEA Factory,ideafactoryadv@gmail.com,TRUE,https://www.instagram.com/ideafactoryadv/,,https://www.facebook.com/IdeaFactoryAdv,
IEEE Power and Energy at Berkeley,contact@powerandenergy.berkeley.edu,TRUE,N/A,,N/A,
IEEE Student Branch,ieee@berkeley.edu,TRUE,https://www.instagram.com/ieeeucb/,,https://www.facebook.com/ieeeucb,
If/When/How: Lawyering for Reproductive Justice at Berkeley,berkeleylawiwh@gmail.com,TRUE,N/A,,https://www.facebook.com/IfWhenHowBerkeley/,
iGEM at Berkeley,directors@igem.berkeley.edu,TRUE,https://www.instagram.com/igematberkeley/,,https://www.facebook.com/igematberkeley21,
Ignite Ministries,nnorukamchudi@berkeley.edu,TRUE,N/A,,N/A,
Imago Dei Clinic,imagodeiclinic@gmail.com,TRUE,https://www.instagram.com/imagodeiclinic/,,https://www.facebook.com/ImagoDeiClinic,
Improv4Charit,t4cimprov@gmail.com,TRUE,https://www.instagram.com/improv4charity/,,https://www.facebook.com/Improv4Charity,
Indian Students Association,contact@isa.berkeley.edu,TRUE,https://www.instagram.com/isaberkeley/,,https://www.facebook.com/isaberkeley,
Indigenous and Native Coalition (INC) Recruitment and Retention Center,natives@berkeley.edu,TRUE,https://www.instagram.com/inc_rrc/,,https://www.facebook.com/INCRRC,
Infectious Diseases and Immunity PhD Student Group,cuongt3@berkeley.edu,TRUE,N/A,,N/A,
Informatics Competition at California,team@calico.berkeley.edu,TRUE,https://www.instagram.com/berkeleycalico/,,N/A,
Information Management Student Association,imsa@ischool.berkeley.edu,TRUE,N/A,,https://www.facebook.com/BerkeleyISchool,
Innovative Solutions Consulting at Berkeley,bis-berc@berkeley.edu,TRUE,N/A,,N/A,
Inside the Living Room,ilr.ucb@gmail.com,TRUE,https://www.instagram.com/ilr.ucb/,,https://www.facebook.com/InsideTheLivingRoom,
Institute of Business Forecasting and Planning at Berkeley,jmiller558@berkeley.edu,TRUE,N/A,,https://www.facebook.com/DemandPlanning/,
Institute of Industrial and Systems Engineers,iise@berkeley.edu,TRUE,https://www.instagram.com/iiseberkeley/,,https://www.facebook.com/iiseberkeley,
Institute of Transportation Engineers at UC Berkeley,communications@ite.berkeley.edu,TRUE,https://www.instagram.com/cal_ite/,,https://www.facebook.com/BerkeleyITE/,
Integrative Biology Graduate Student Association,jacquelyngalvez@berkeley.edu,TRUE,N/A,,N/A,
Intellectual Property Law Society,patent.berkeley@gmail.com,TRUE,N/A,,N/A,
Interfraternity Council (IFC),ifc.external@calgreeks.com,TRUE,N/A,,N/A,
"Intermission Orchestra, The",intermissionberkeley@gmail.com,TRUE,https://www.instagram.com/tioatcal/,,https://www.facebook.com/IntermissionBerkeley,
International Building Performance Simulation Association/ASHRAE Berkeley,ruijis@berkeley.edu,TRUE,N/A,,N/A,
International Consulting Club at Berkeley,berkeleyintconsulting@gmail.com,TRUE,https://www.instagram.com/berkeleyintconsulting/,,N/A,
International Graduate Student Ministry,berkeleyigsm@gmail.com,TRUE,https://www.instagram.com/igsmberk/,,https://www.facebook.com/igsmberkeley,
International Healthcare Association,ihcaberkeley@gmail.com,TRUE,https://www.instagram.com/ihcaberkeley/,,https://www.facebook.com/iHCABerkeley,
International Human Rights Workshop,ihrw@law.berkeley.edu,TRUE,N/A,,N/A,
International Public Policy Group,prateek.suri@berkeley.edu,TRUE,N/A,,N/A,
International Refugee Assistance Project at Berkeley Law,irap@law.berkeley.edu,TRUE,N/A,,N/A,
International Relations Council of Berkeley,ircofberkeley@gmail.com,TRUE,https://www.instagram.com/ircofberkeley/,,https://www.facebook.com/IRCBerkeley/,
International Service Club,international@calrotaract.org,TRUE,N/A,,N/A,
International Student Mentorship Program at Berkeley,shufeilei@berkeley.edu,TRUE,https://www.instagram.com/ismp_berkeley/,,https://www.facebook.com/internationalmentorship/,
International Students Association at Berkeley,isab.officer@gmail.com,TRUE,https://www.instagram.com/isab_cal/,,https://www.facebook.com/isab.berkeley,
International Students Connection of Berkeley,lamweicheng@berkeley.edu,TRUE,https://www.instagram.com/iscberkeley_/,,https://www.facebook.com/IntlStudentsConnection,
International Undergraduate Student Ministry,berkiusm@gmail.com,TRUE,https://www.instagram.com/iusmberkeley/,,https://www.facebook.com/iusmberkeley,
InterVarsity Christian Fellowship,intervarsityccf@gmail.com,TRUE,https://www.instagram.com/calchristianfellowship/,,https://www.facebook.com/groups/643145392429418/,
Invention Corps of Berkeley,inventioncorps@icb.berkeley.edu,TRUE,https://www.instagram.com/inventioncorps/,,https://www.facebook.com/InventionCorps/,
Iranian Student Association in America,info@isaa.berkeley.edu,TRUE,https://www.instagram.com/isaa_at_cal/?hl=en,,https://www.facebook.com/ISAA.UCBerkeley,
Iranian Students Cultural Organization,iscoucb@gmail.com,TRUE,https://www.instagram.com/iscoucb/,,https://www.facebook.com/groups/iscocommunity,
Issues Berkeley Medical Journal,kaav.velan@berkeley.edu,TRUE,N/A,,N/A,
Italian Society at Berkeley,info@italiansocietyberkeley.org,TRUE,https://www.instagram.com/italiansocietyberkeley/,,https://www.facebook.com/ItalianSocietyBerkeley,
Iu-Mien Student Union,ucb.imsu@gmail.com,TRUE,https://www.instagram.com/ucb.imsu/,,https://www.facebook.com/ucb.imsu,
J Street U at Berkeley, jstreetuberkeley@gmail.com,TRUE,N/A,TRUE,N/A,
Jain Students Association,pranavb@berkeley.edu,TRUE,https://www.instagram.com/jsaberkeley/,TRUE,https://www.facebook.com/ucbjsa/?fref=ts,
Jakara Movement Club at Berkeley,harvirkaur@berkeley.edu,TRUE,https://www.instagram.com/jmc.ucb/,TRUE,https://www.facebook.com/groups/1083052575081984/?ref=br_rs,
Jehovah's Witnesses at Berkeley,tanya.lr@berkeley.edu,TRUE,N/A,TRUE,N/A,
Jericho!,jerichocomedy@gmail.com,TRUE,https://www.instagram.com/jerichoimprov/,TRUE,https://www.facebook.com/jericho.comedy,
Jewish Students Association at Berkeley Law, jsabl@law.berkeley.edu,TRUE,N/A,TRUE,N/A,
Jugger at Berkeley,m_chen@berkeley.edu,TRUE,N/A,TRUE,https://www.facebook.com/groups/JuggerUCB/,
Kairos Dance Co.,kairosdanceco@gmail.com,TRUE,https://www.instagram.com/calkairos/,TRUE,https://www.facebook.com/calkairos/,
Kappa Alpha Order,N/A,TRUE,N/A,TRUE,https://www.facebook.com/KappaAlphaOrderUCBerkeley,
Kappa Alpha Pi Pre-Law Fraternity,kapiucb.president@gmail.com,TRUE,https://www.instagram.com/kapiucb/,TRUE,N/A,
"Kappa Alpha Psi Fraternity, Inc.",N/A,TRUE,https://www.instagram.com/kapsi1911/,TRUE,https://www.facebook.com/kapsi1911,
Kappa Alpha Theta,omegathetaceo@gmail.com,TRUE,https://www.instagram.com/caltheta/,TRUE,https://www.facebook.com/ucbtheta/,
Kappa Gamma Delta,ucbkgdpresident@gmail.com,TRUE,https://www.instagram.com/calkgd/,TRUE,https://www.facebook.com/CalKGD,
Kappa Kappa Gamma,kkgucbpresident@gmail.com,TRUE,https://www.instagram.com/calkappa/?hl=en,TRUE,https://www.facebook.com/calkkg,
Karisma,ipaule@gmail.com,TRUE,https://www.instagram.com/karisma_berkeley/,TRUE,https://www.facebook.com/groups/karismaberkeley/,
Kazakhstani Student Association,klfarnham@berkeley.edu,TRUE,N/A,TRUE,N/A,
Keebs at Berkeley,N/A,TRUE,N/A,TRUE,N/A,Discord: https://discord.gg/xZyUkDJS8n
Kendo Club,kendoclub.berkeley@gmail.com,TRUE,https://www.instagram.com/kendoclub_berkeley/,TRUE,https://www.facebook.com/groups/ucbkendo/,
Kerusso Fellowship,kerussofellowship@gmail.com,TRUE,https://www.instagram.com/kerussoberkeley/,TRUE,https://www.facebook.com/kerussofellowship,
Kickboxing at Berkeley,N/A,TRUE,https://www.instagram.com/calkickboxing/,TRUE,N/A,Discord: https://discord.com/invite/m6Q2ufEaPK
Kidney Disease Screening and Awareness Program,berkeleykdsap@gmail.com,TRUE,https://www.instagram.com/berkeleykdsap/,TRUE,https://www.facebook.com/ucberkeleykdsap/,
Kids in Nutrition,cal@kidsinnutrition.org,TRUE,https://www.instagram.com/kidsinnutrition/,TRUE,https://www.facebook.com/kidsinnutrition,
Kink Club,kinkclubberkeley@gmail.com,TRUE,N/A,TRUE,https://www.facebook.com/kinkclubatberkeley,
Klesis,tongtiffany@berkeley.edu,TRUE,https://www.instagram.com/klesisberkeley/,TRUE,https://www.facebook.com/klesisberkeley,
kmoverse,kevmo@berkeley.edu,TRUE,N/A,TRUE,N/A,
Kojobs at Berkeley,kojobsatberkeley@gmail.com,TRUE,https://www.instagram.com/kojobs.berkeley/,TRUE,https://www.facebook.com/kojobsberkeley,
Korea Campus Crusade for Christ,ucbkccc@gmail.com,TRUE,N/A,TRUE,N/A,
Korean American Student Association,calkasa@gmail.com,TRUE,https://www.instagram.com/ucbkasa/?hl=en,TRUE,https://www.facebook.com/berkeleykasa,
Korean Compassion at Berkeley,compassionberkeley.14@gmail.com,TRUE,https://www.instagram.com/berkeleycompassion/,TRUE,https://www.facebook.com/KoreanCompassionatBerkeley,
Korean Performance Group,kpg.cal@gmail.com,TRUE,https://www.instagram.com/kpgcal/,TRUE,https://www.facebook.com/KPGCal/,
Korean Undergraduate Networking Association,ucberkeleykuna@gmail.com,TRUE,https://www.instagram.com/ucbkuna/,TRUE,https://www.facebook.com/UCBKUNA/,
Korean-American Scientists and Engineers Association (Silicon Valley Chapter),kseaatcal@gmail.com,TRUE,https://www.instagram.com/kseaatcal/,TRUE,https://www.facebook.com/kseaatcal/,
Koreans 4 Decolonization,N/A,TRUE,https://www.instagram.com/koreans4decolonization/?hl=en,TRUE,N/A,
KOSMOS,kosmosucb@gmail.com,TRUE,https://www.instagram.com/kosmoskpop/,TRUE,https://www.facebook.com/KOSMOSDanceUCB,
L.Y.S Dance,N/A,TRUE,https://www.instagram.com/l.y.s_dance/?hl=en,TRUE,N/A,
La Alianza: Law Students of Latin American Descent,laalianza@berkeley.edu,TRUE,https://www.instagram.com/alianza.berkeleylaw/,TRUE,https://www.facebook.com/groups/berkeleylarazalaw/,
La Raza Law Journal,lrlj@berkeley.edu,TRUE,N/A,TRUE,N/A,
La Raza Workers' and Tenants' Rights Clinic,LaAlianzaSLP@berkeley.edu,TRUE,N/A,TRUE,N/A,
Labor Coach Program,ahs.laborcoach@gmail.com,TRUE,N/A,TRUE,https://www.facebook.com/ahs.laborcoach,
"Lambda Theta Alpha Latin Sorority, Inc.",lta.do.president@gmail.com,TRUE,https://www.instagram.com/lta_deltaomicron/,TRUE,N/A,
"Lambda Theta Nu Sorority, Inc.",LambdaThetaNu.Berkeley@gmail.com,TRUE,https://www.instagram.com/lambdathetanu_berkeley/?igshid=ujxc06i2ty5g,TRUE,N/A,
"Lambda Theta Phi, Latin Fraternity, Inc.",ucblambdas@gmail.com,TRUE,https://www.instagram.com/ucblambdas/,TRUE,https://www.facebook.com/ucblambdas/,
"Lambda Upsilon Lambda Fraternity, Inc.",carlos545@berkeley.edu,TRUE,N/A,TRUE,N/A,
Laotian American Student Representatives,dianechao@berkeley.edu,TRUE,N/A,TRUE,N/A,
Latin American Leadership Society,llsatberkeley@gmail.com,TRUE,https://www.instagram.com/llsberkeley/?hl=en,TRUE,https://www.facebook.com/llsatberkeley/?fref=ts,
Latino/a Association of Graduate Students in Engineering and Science,lagses-contact@gmail.com,TRUE,https://www.instagram.com/ucblagses/,TRUE,https://www.facebook.com/groups/255518374468848/,
Latinx Business Student Association,ucblbsa.president@gmail.com,TRUE,https://www.instagram.com/ucberkeleylbsa/,TRUE,https://www.facebook.com/ucberkeleylbsa,
Latinx Pre-Law Society,lplsexecutivedirector@gmail.com,TRUE,https://www.instagram.com/lplsberkeley/,TRUE,N/A,
Latinx Social Work Caucus,latinxswcaucus.cal@gmail.com,TRUE,https://www.instagram.com/latinxswcaucus.cal/?igshid=YmMyMTA2M2Y%3D,TRUE,N/A,
Launchpad,team@callaunchpad.org,TRUE,https://www.instagram.com/callaunchpad/,TRUE,https://www.facebook.com/callaunchpad,
Laundry Love,berkeleylaundrylove@gmail.com,TRUE,https://www.instagram.com/berkeleylaundrylove/?hl=en,TRUE,N/A,
Lavender Alliance at Berkeley,lavenderallianceberkeley@gmail.com,TRUE,https://www.instagram.com/lavenderalliance.berkeley/,TRUE,N/A,
Law and Political Economy Society of Berkeley,berkeley.lpesoc@gmail.com,TRUE,N/A,TRUE,N/A,
Law and Society Graduate Association,zsalazar2019@berkeley.edu,TRUE,N/A,TRUE,https://www.facebook.com/groups/410927932868908,
Lawn Review at Berkeley Law,californialawnreview@law.berkeley.edu,TRUE,https://www.instagram.com/californialawnreview/,TRUE,N/A,
Laya of Berkeley,layaofberkeley@gmail.com,TRUE,N/A,TRUE,https://www.facebook.com/layaberkeley/,
Le Cercle Français of Berkeley,lragot@berkeley.edu,TRUE,https://www.instagram.com/lecerclefrancais.ucb/,TRUE,https://www.facebook.com/lecerclefrancaisUCB,
LEAD Center Peer Leadership Consultants,lead@berkeley.edu,TRUE,N/A,TRUE,N/A,
League of Filipino Students,lfsucberkeley@gmail.com,TRUE,https://www.instagram.com/ucblfs/?igshid=1ksxrp5fcexxf,TRUE,https://www.facebook.com/ucblfs/?view_public_for=101558961790146,
Lean On Me At Berkeley,daniellaivanir@berkeley.edu,TRUE,https://www.instagram.com/berkeleyleanonme/,TRUE,https://www.facebook.com/leanonmeucberkeley,
Lebanese Student Association at Berkeley,danaramadan@berkeley.edu,TRUE,N/A,TRUE,N/A,
Legal Automation Workshop,legalautomation@berkeley.edu,TRUE,https://www.instagram.com/lawatberkeley/,TRUE,N/A,
Legal Obstacles Veterans Encounter,love_slp@berkeley.edu,TRUE,N/A,TRUE,N/A,
Liberty in North Korea at Berkeley,linkbayarea@gmail.com,TRUE,https://www.instagram.com/linkberkeley/,TRUE,https://www.facebook.com/linkberkeleychapter?fref=ts,
LIFE Campus Ministry,jpthrasher@berkeley.edu,TRUE,N/A,TRUE,N/A,
Likelion at Berkeley,ucb@likelion.org,TRUE,https://www.instagram.com/likelion_berkeley/,TRUE,https://www.facebook.com/likelionUCB,
Lindy On Sproul,lindyonthesproul@gmail.com,TRUE,https://www.instagram.com/lindyonsproul/,TRUE,https://www.facebook.com/LindyonSproul,
Linguaphile Student Association,callinguaphiles@gmail.com,TRUE,https://www.instagram.com/callinguaphiles/,TRUE,https://www.facebook.com/callinguaphiles,
Literary Society of Berkeley,megnar13@berkeley.edu,TRUE,https://www.instagram.com/literarysocietyofberkeley/,TRUE,https://www.facebook.com/TheLiterarySociety.Berkeley/,
Live Poets Society,livepoetsatberkeley@gmail.com,TRUE,https://www.instagram.com/livepoetsatberkeley/,TRUE,N/A,
Local Service Club,local@calrotaract.org,TRUE,N/A,TRUE,N/A,
Logging Sports Team,Buckingbears@gmail.com,TRUE,https://www.instagram.com/calforestryclub/,TRUE,https://www.facebook.com/buckingbears/?hc_ref=ARSCIo0Y1XDdZp3ownpnNUTMHe9fE1AGGP4AIxfshftaTsJhRNz-ahQJ4xjog8DKfdw&fref=nf,
Love Stories Book Club,lovestoriesbookclub@gmail.com,TRUE,https://www.instagram.com/lovestories.bookclub/,TRUE,N/A,
LSBE Student Board,rajitagarwal@berkeley.edu,TRUE,https://www.instagram.com/ucberkeleylsbe/,TRUE,N/A,
LUXX,samichiang@berkeley.edu,TRUE,N/A,TRUE,N/A,
Machine Learning at Berkeley,contact@ml.berkeley.edu,TRUE,N/A,TRUE,https://www.facebook.com/berkeleyml/,
maganda magazine,maganda.eic@gmail.com,TRUE,https://www.instagram.com/maganda.magazine/,TRUE,https://www.facebook.com/maganda.mag,
Mahjong Club,N/A,TRUE,N/A,TRUE,N/A,Discord: https://discord.gg/7GUpWmFEdz
Main Stacks Dance Team,mainstacksdance@gmail.com,TRUE,https://www.instagram.com/main_stacks/,TRUE,https://www.facebook.com/mainstacksdanceteam?fref=ts,
Management Consulting Club at Berkeley,yoojinkeem@berkeley.edu,TRUE,N/A,TRUE,https://www.facebook.com/MCCBerkeley/,
"Management, Entrepreneurship & Technology Student Board",albajoy@berkeley.edu,TRUE,https://www.instagram.com/ucberkeleymet/,TRUE,https://www.facebook.com/berkeleymet,
Mariachi Luz de Oro,ucbmariachi@gmail.com,TRUE,https://www.instagram.com/ucbmlo/,TRUE,https://www.facebook.com/ucbmlo,
Master of Design Student Association (MDSA),mdsa@berkeley.edu,TRUE,https://www.instagram.com/BerkeleyMDes/,TRUE,N/A,
Materials Science and Engineering Association,general@msea.berkeley.edu,TRUE,https://www.instagram.com/mse_ucberkeley/,TRUE,https://www.facebook.com/MSEAatUCBerkeley,
Materials Science and Engineering Graduate Student Council,arutt@berkeley.edu,TRUE,N/A,TRUE,N/A,
"Maternal, Child and Adolescent Health Student Interest Group",mcahsig@berkeley.edu,TRUE,https://www.instagram.com/ucbmcah/,TRUE,N/A,
Math Tournament at Berkeley,questions@bmt.berkeley.edu,TRUE,https://www.instagram.com/berkeley_mt/?hl=en,TRUE,https://www.facebook.com/berkeleymt/,
Mathematics Graduate Students Association,mgsa@math.berkeley.edu,TRUE,N/A,TRUE,N/A,
Mathematics Undergraduate Student Association,musa@math.berkeley.edu,TRUE,N/A,TRUE,https://www.facebook.com/groups/musa.berkeley/,
Matriculate,ucbmatriculate24@gmail.com,TRUE,https://www.instagram.com/ucbmatriculate/,TRUE,https://www.facebook.com/ucbmatriculate,
Maya at Berkeley,mayaatberkeley@gmail.com,TRUE,https://www.instagram.com/mayaatberkeley/,TRUE,https://www.facebook.com/MayaatBerkeley,
MBA Association,jude.watson@berkeley.edu,TRUE,N/A,TRUE,N/A,
Mechanical Engineering Graduate Student Council,admin@megsco.berkeley.edu,TRUE,N/A,TRUE,https://www.facebook.com/groups/1123689601124962/,
Medical Division at the Suitcase Clinic,jmpsuitcase@gmail.com,TRUE,N/A,TRUE,N/A,
Medical Reallocation Initiative,teambmri@gmail.com,TRUE,https://www.instagram.com/mri.berkeley/,TRUE,https://www.facebook.com/UCBerkeleyMRI/,
Medical Research Club,N/A,TRUE,https://www.instagram.com/mrc.berkeley/?hl=en,TRUE,N/A,
Medical Volunteering Association at Berkeley,MVAatBerkeley@gmail.com,TRUE,N/A,TRUE,N/A,
Medicine Through Art & Performance,mtapberkeley@gmail.com,TRUE,N/A,TRUE,N/A,
Medics in Armenia at Berkeley,armen.n.demirjian@berkeley.edu,TRUE,https://www.instagram.com/medicsinarmenia/,TRUE,N/A,
MEDLIFE,ucbmedlife@gmail.com,TRUE,https://www.instagram.com/ucbmedlife/,TRUE,https://www.facebook.com/ucbmedlife/,
Metaverse@Berkeley,thecalmetaverse@gmail.com,TRUE,N/A,TRUE,N/A,
Mexican Association of Students at Berkeley,andrea.mirgon@berkeley.edu,TRUE,https://www.instagram.com/mexasb/,TRUE,https://www.facebook.com/MEXASB/,
MI2 @ Berkeley,mi2atberkeley@gmail.com,TRUE,https://www.instagram.com/mi2atberkeley/,TRUE,N/A,
Microbial Biology Graduate Student Group,agovind@berkeley.edu,TRUE,N/A,TRUE,https://www.facebook.com/UCBerkeleyMicro,
Microbial Sciences Association,calmicrobe@gmail.com,TRUE,https://www.instagram.com/calmicrobes/,TRUE,https://www.facebook.com/CalMicrobes/,
Microfinance at Berkeley,berkeleymicrofinance@gmail.com,TRUE,https://www.instagram.com/microfinanceatberkeley/,TRUE,https://www.facebook.com/microfinanceatberkeley/,
Middle Eastern Business Association,malakissa@berkeley.edu,TRUE,https://www.instagram.com/ucbmeba/,TRUE,N/A,
Middle Eastern North African Recruitment and Retention Center,menarrc.exec@gmail.com,TRUE,https://www.instagram.com/calmenarrc/?hl=en,TRUE,N/A,
Military and Veterans at Berkeley Law,mvbl@berkeley.edu,TRUE,N/A,TRUE,facebook.com/groups/BoaltVets/,
Mindfulness at Berkeley,mindfulnessatberkeley@gmail.com,TRUE,N/A,TRUE,https://www.facebook.com/Mindfulnessatberkeley/,
Minorities in Health Conference,N/A,TRUE,https://www.instagram.com/minoritiesinhealth/,TRUE,https://www.facebook.com/MIHberkeley,
Miss STEM Careers at Berkeley,anishasavarala@berkeley.edu,TRUE,N/A,TRUE,N/A,
Mixed @ Berkeley Recruitment and Retention Center - MRRC,mixedatberkeley@gmail.com,TRUE,https://www.instagram.com/mixedatberkeley/,TRUE,https://www.facebook.com/mixedatberkeley,
Mobile Developers of Berkeley,contact@mdb.dev,TRUE,https://www.instagram.com/mdbdev/,TRUE,https://www.facebook.com/mobiledevsberkeley/,
Molecular and Cell Biology Cell Developmental Neurobiological Association,mcbcdna@gmail.com,TRUE,https://www.instagram.com/mcb_cdna/,TRUE,https://www.facebook.com/MCBcDNA/,
Molecular and Cell Biology Undergraduate Student Association,mcbusa@gmail.com,TRUE,https://www.instagram.com/mcbusa_berkeley/,TRUE,https://www.facebook.com/mcbusa.berkeley,
Molecular Cell Biology Graduate Student Organization,mcbgso@gmail.com,TRUE,N/A,TRUE,N/A,
Mongolian Student Association,msaucberkeley@gmail.com,TRUE,N/A,TRUE,https://www.facebook.com/groups/738751329483812/?ref=br_tf,
Mood Psychology at Berkeley, moodpsych@gmail.com,TRUE,N/A,TRUE,https://www.facebook.com/mood.berkeley.5,
MOVE: AA Community Organizing Fellowship,movefellowshipcal@gmail.com,TRUE,https://www.instagram.com/movefellowshipcal/,TRUE,https://www.facebook.com/movefellowshipcal/,
"Movement, The",ucb.movement@gmail.com,TRUE,https://www.instagram.com/ucbmovement/?hl=en,TRUE,https://www.facebook.com/ucb.movement,
MPAs for Justice and Empowerment,abigail_doerr@berkeley.edu,TRUE,N/A,TRUE,N/A,
Multi-Cultural Greek Council,mcgc.president@calgreeks.com,TRUE,N/A,TRUE,facebook.com/McgcAtCal?ref=hl,
Museum of Tomorrow at Berkeley,museumoftomorrow@gmail.com,TRUE,https://www.instagram.com/museumoftomorrow/,TRUE,https://www.facebook.com/MuseumOfTomorrow,
"Music Connection, The",tmcberkeley@gmail.com,TRUE,https://www.instagram.com/tmcberkeley/,TRUE,https://www.facebook.com/UCBTheMusicConnection/?fref=ts,
Music Meditation Club,ucbmeditation@gmail.com,TRUE,https://www.instagram.com/ucbmeditation/,TRUE,N/A,
Muslim Mental Health Initiative,calmmhi@gmail.com,TRUE,https://www.instagram.com/calmmhi/,TRUE,https://www.facebook.com/CalMMHI,
Muslim Student Association,board@msa.berkeley.edu,TRUE,https://www.instagram.com/calmsa/,TRUE,https://www.facebook.com/groups/UCBerkeleyMSA/,
Mycology Club at Berkeley,Frances_stark@berkeley.edu,TRUE,N/A,TRUE,https://www.facebook.com/groups/327855781694135,
NALA Project at Berkeley,nalaproject@berkeley.edu,,N/A,FALSE,N/A,
Namchak at Berkeley,CompassionInActionUCBerkeley@gmail.com,,https://www.instagram.com/berkeleycia/,FALSE,N/A,
Name and Gender Change Workshop,ngcw@berkeley.edu,,https://www.instagram.com/ngcw_berkeleylaw/?hl=en&fbclid=IwAR1rmCM5odkWQ1vS1n-7EA2yCVh4RtxoXGQT8dD6jxDwWySKUPh8ZIfvS0Q,FALSE,https://www.facebook.com/berkeleyNGCW,
National Optometric Student Association,nosa.berkeley@gmail.com,,N/A,FALSE,N/A,
National Organization of Minority Architects Students,nomas.berkeley@gmail.com,,https://www.instagram.com/nomas_berkeley/,FALSE,N/A,
National Pan-Hellenic Council (NPHC),ucbnphc@gmail.com,,https://www.instagram.com/calnphc/,FALSE,N/A,
National Society of Leadership and Success- Sigma Alpha Pi,nslsucberkeley@gmail.com,,https://www.instagram.com/berkeleynsls/,FALSE,https://www.facebook.com/BerkeleyNSLS/,
Native American & Indigenous Business Association,N/A,,N/A,FALSE,N/A,
Native American Law Students Association,nalsa.ucberkeley@gmail.com,,N/A,FALSE,https://www.facebook.com/nalsa.atberkeleylaw.7,
Natya at Berkeley,natyaberkeley@gmail.com,,https://www.instagram.com/natya.berkeley/?hl=en,FALSE,https://www.facebook.com/natyaatberkeley/,
Nazakat at Berkeley,calkathak@gmail.com,,https://www.instagram.com/nazakatatberkeley/,FALSE,https://www.facebook.com/NazakatAtBerkeley/,
Nepalese Student Association,nsaatucb@gmail.com,,https://www.instagram.com/nsa.ucberkeley/,FALSE,https://www.facebook.com/NSAatUCB/?ref=br_tf,
